"","X","status_conta","duracao_mes","hist_credito","proposito","qtdd_credito","reserva","temp_man_empr_atual","percen_tx_rendim_disp","genero","estado_civil","dev_fiadores","tempo_res_atual","patrimonio","idade_anos","outros_par","habitacao","n_creditos","status_ocupacional","n_corresponsaveis","telefone","estrangeiro","classe","ID"
"595",595,"Negativo",24,"Quitados","carro (usado)",1358,"Desconhecido/Inexistente","> 7",4,"Homem"," solteiro","nenhum",3,"Carro/outro",40,"lojas","própria",1,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Ruim",595
"596",596,"Regular",6,"Quitados","carro (novo)",931,"100 - 500","...<1ano",1,"Mulher","uniao registrada","nenhum",1,"Poupança/
Seguro de vida",32,"lojas","própria",1,"não qualificado - residente",1,"Nenhum","Sim","Ruim",596
"597",597,"Negativo",24,"Pago em dia","carro (novo)",1442,"< 100","4 - 7",4,"Mulher","uniao registrada","nenhum",4,"Carro/outro",23,"nenhum","alugada",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Ruim",597
"598",598,"Regular",24,"Quitados","negócios",4241,"< 100","1 - 4",1,"Homem"," solteiro","nenhum",4,"Imóvel",36,"nenhum","própria",3,"não qualificado - residente",1,"Sim, registrado em nome do cliente","Sim","Ruim",598
"599",599,"Inexistente",18,"Pendente (outros bancos)","carro (novo)",2775,"< 100","4 - 7",2,"Homem"," solteiro","nenhum",2,"Poupança/
Seguro de vida",31,"banco","própria",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Ruim",599
"600",600,"Inexistente",24,"Pago mas já esteve em atraso","negócios",3863,"< 100","1 - 4",1,"Homem"," solteiro","nenhum",2,"Sem posses/
desconhecido",32,"nenhum","de graça",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",600
"601",601,"Regular",7,"Pago em dia","rádio/televisão",2329,"< 100","...<1ano",1,"Mulher","uniao registrada","fiador",1,"Imóvel",45,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",601
"602",602,"Regular",9,"Pago em dia","móveis/equipamentos",918,"< 100","1 - 4",4,"Mulher","uniao registrada","nenhum",1,"Poupança/
Seguro de vida",30,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Ruim",602
"603",603,"Regular",24,"Quitados","educação",1837,"< 100","4 - 7",4,"Mulher","uniao registrada","nenhum",4,"Sem posses/
desconhecido",34,"banco","de graça",1,"não qualificado - residente",1,"Nenhum","Sim","Ruim",603
"604",604,"Inexistente",36,"Pago em dia","móveis/equipamentos",3349,"< 100","1 - 4",4,"Mulher","uniao registrada","nenhum",2,"Carro/outro",28,"nenhum","própria",1,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Ruim",604
"605",605,"Alto",10,"Pago em dia","móveis/equipamentos",1275,"< 100","...<1ano",4,"Mulher","uniao registrada","nenhum",2,"Poupança/
Seguro de vida",23,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",605
"606",606,"Negativo",24,"Quitados","móveis/equipamentos",2828,"500 - 1000","1 - 4",4,"Homem"," solteiro","nenhum",4,"Imóvel",22,"lojas","própria",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",606
"607",607,"Inexistente",24,"Pendente (outros bancos)","negócios",4526,"< 100","1 - 4",3,"Homem"," solteiro","nenhum",2,"Imóvel",74,"nenhum","própria",1,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",607
"608",608,"Regular",36,"Pago em dia","rádio/televisão",2671,"100 - 500","1 - 4",4,"Mulher","uniao registrada","co-requerente",4,"Sem posses/
desconhecido",50,"nenhum","de graça",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Ruim",608
"609",609,"Inexistente",18,"Pago em dia","rádio/televisão",2051,"< 100","...<1ano",4,"Homem"," solteiro","nenhum",1,"Imóvel",33,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",609
"610",610,"Inexistente",15,"Pago em dia","carro (usado)",1300,"Desconhecido/Inexistente","> 7",4,"Homem"," solteiro","nenhum",4,"Sem posses/
desconhecido",45,"banco","de graça",1,"funcionário/funcionário qualificado",2,"Nenhum","Sim","Bom",610
"611",611,"Negativo",12,"Pago em dia","eletrodomésticos",741,"100 - 500","desempregado",4,"Mulher","uniao registrada","nenhum",3,"Poupança/
Seguro de vida",22,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Ruim",611
"612",612,"Alto",10,"Pago em dia","carro (novo)",1240,"100 - 500","> 7",1,"Mulher","uniao registrada","nenhum",4,"Sem posses/
desconhecido",48,"nenhum","de graça",1,"não qualificado - residente",2,"Nenhum","Sim","Ruim",612
"613",613,"Negativo",21,"Pago em dia","rádio/televisão",3357,"> 1000","...<1ano",4,"Mulher","uniao registrada","nenhum",2,"Carro/outro",29,"banco","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",613
"614",614,"Negativo",24,"Quitados","carro (usado)",3632,"< 100","1 - 4",1,"Mulher","uniao registrada","fiador",4,"Carro/outro",22,"banco","alugada",1,"funcionário/funcionário qualificado",1,"Nenhum","Não","Bom",614
"615",615,"Inexistente",18,"Pago mas já esteve em atraso","móveis/equipamentos",1808,"< 100","4 - 7",4,"Mulher","uniao registrada","nenhum",1,"Imóvel",22,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Ruim",615
"616",616,"Regular",48,"Quitados","negócios",12204,"Desconhecido/Inexistente","1 - 4",2,"Homem"," solteiro","nenhum",2,"Carro/outro",48,"banco","própria",1,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",616
"617",617,"Regular",60,"Pago mas já esteve em atraso","rádio/televisão",9157,"Desconhecido/Inexistente","1 - 4",2,"Homem"," solteiro","nenhum",2,"Sem posses/
desconhecido",27,"nenhum","de graça",1,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Nenhum","Sim","Bom",617
"618",618,"Negativo",6,"Pendente (outros bancos)","carro (novo)",3676,"< 100","1 - 4",1,"Homem"," solteiro","nenhum",3,"Imóvel",37,"nenhum","alugada",3,"funcionário/funcionário qualificado",2,"Nenhum","Sim","Bom",618
"619",619,"Regular",30,"Pago em dia","móveis/equipamentos",3441,"100 - 500","1 - 4",2,"Mulher","uniao registrada","co-requerente",4,"Carro/outro",21,"nenhum","alugada",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Ruim",619
"620",620,"Inexistente",12,"Pago em dia","carro (novo)",640,"< 100","1 - 4",4,"Homem","uniao registrada","nenhum",2,"Imóvel",49,"nenhum","própria",1,"não qualificado - residente",1,"Nenhum","Sim","Bom",620
"621",621,"Regular",21,"Pendente (outros bancos)","negócios",3652,"< 100","4 - 7",2,"Homem"," solteiro","nenhum",3,"Poupança/
Seguro de vida",27,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",621
"622",622,"Inexistente",18,"Pendente (outros bancos)","carro (novo)",1530,"< 100","1 - 4",3,"Homem"," solteiro","nenhum",2,"Poupança/
Seguro de vida",32,"banco","própria",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Ruim",622
"623",623,"Inexistente",48,"Pago em dia","negócios",3914,"Desconhecido/Inexistente","1 - 4",4,"Homem","uniao registrada","nenhum",2,"Imóvel",38,"banco","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Ruim",623
"624",624,"Negativo",12,"Pago em dia","móveis/equipamentos",1858,"< 100","...<1ano",4,"Mulher","uniao registrada","nenhum",1,"Carro/outro",22,"nenhum","alugada",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",624
"625",625,"Negativo",18,"Pago em dia","rádio/televisão",2600,"< 100","1 - 4",4,"Homem"," solteiro","nenhum",4,"Sem posses/
desconhecido",65,"nenhum","de graça",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Ruim",625
"626",626,"Inexistente",15,"Pago em dia","rádio/televisão",1979,"Desconhecido/Inexistente","> 7",4,"Homem"," solteiro","nenhum",2,"Carro/outro",35,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",626
"627",627,"Alto",6,"Pago em dia","móveis/equipamentos",2116,"< 100","1 - 4",2,"Homem"," solteiro","nenhum",2,"Imóvel",41,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",627
"628",628,"Regular",9,"Quitados","carro (novo)",1437,"100 - 500","4 - 7",2,"Homem"," solteiro","nenhum",3,"Sem posses/
desconhecido",29,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Ruim",628
"629",629,"Inexistente",42,"Pendente (outros bancos)","móveis/equipamentos",4042,"500 - 1000","1 - 4",4,"Homem"," solteiro","nenhum",4,"Imóvel",36,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",629
"630",630,"Inexistente",9,"Pago em dia","educação",3832,"Desconhecido/Inexistente","> 7",1,"Homem"," solteiro","nenhum",4,"Imóvel",64,"nenhum","própria",1,"não qualificado - residente",1,"Nenhum","Sim","Bom",630
"631",631,"Negativo",24,"Pago em dia","rádio/televisão",3660,"< 100","1 - 4",2,"Mulher","uniao registrada","nenhum",4,"Carro/outro",28,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",631
"632",632,"Negativo",18,"Quitados","móveis/equipamentos",1553,"< 100","1 - 4",4,"Homem"," solteiro","nenhum",3,"Carro/outro",44,"banco","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Ruim",632
"633",633,"Regular",15,"Pago em dia","rádio/televisão",1444,"Desconhecido/Inexistente","...<1ano",4,"Homem"," solteiro","nenhum",1,"Poupança/
Seguro de vida",23,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",633
"634",634,"Inexistente",9,"Pago em dia","móveis/equipamentos",1980,"< 100","...<1ano",2,"Mulher","uniao registrada","co-requerente",2,"Carro/outro",19,"nenhum","alugada",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Ruim",634
"635",635,"Regular",24,"Pago em dia","carro (novo)",1355,"< 100","...<1ano",3,"Mulher","uniao registrada","nenhum",4,"Carro/outro",25,"nenhum","própria",1,"não qualificado - residente",1,"Sim, registrado em nome do cliente","Sim","Ruim",635
"636",636,"Inexistente",12,"Pago em dia","educação",1393,"< 100","> 7",4,"Homem"," solteiro","nenhum",4,"Poupança/
Seguro de vida",47,"banco","própria",3,"funcionário/funcionário qualificado",2,"Sim, registrado em nome do cliente","Sim","Bom",636
"637",637,"Inexistente",24,"Pago em dia","rádio/televisão",1376,"500 - 1000","4 - 7",4,"Mulher","uniao registrada","nenhum",1,"Carro/outro",28,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",637
"638",638,"Inexistente",60,"Pago mas já esteve em atraso","rádio/televisão",15653,"< 100","4 - 7",2,"Homem"," solteiro","nenhum",4,"Carro/outro",21,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",638
"639",639,"Inexistente",12,"Pago em dia","rádio/televisão",1493,"< 100","...<1ano",4,"Mulher","uniao registrada","nenhum",3,"Carro/outro",34,"nenhum","própria",1,"funcionário/funcionário qualificado",2,"Nenhum","Sim","Bom",639
"640",640,"Negativo",42,"Pago mas já esteve em atraso","rádio/televisão",4370,"< 100","4 - 7",3,"Homem"," solteiro","nenhum",2,"Poupança/
Seguro de vida",26,"banco","própria",2,"funcionário/funcionário qualificado",2,"Sim, registrado em nome do cliente","Sim","Ruim",640
"641",641,"Negativo",18,"Pago em dia","educação",750,"< 100","desempregado",4,"Mulher","uniao registrada","nenhum",1,"Imóvel",27,"nenhum","própria",1,"desempregado/não qualificado - não residente",1,"Nenhum","Sim","Ruim",641
"642",642,"Regular",15,"Pago em dia","reparos",1308,"< 100","> 7",4,"Homem"," solteiro","nenhum",4,"Carro/outro",38,"nenhum","própria",2,"não qualificado - residente",1,"Nenhum","Sim","Bom",642
"643",643,"Inexistente",15,"Pago em dia","educação",4623,"100 - 500","1 - 4",3,"Homem"," solteiro","nenhum",2,"Poupança/
Seguro de vida",40,"nenhum","própria",1,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Ruim",643
"644",644,"Inexistente",24,"Pendente (outros bancos)","rádio/televisão",1851,"< 100","4 - 7",4,"Homem","uniao registrada","fiador",2,"Carro/outro",33,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",644
"645",645,"Negativo",18,"Pendente (outros bancos)","rádio/televisão",1880,"< 100","4 - 7",4,"Homem","uniao registrada","nenhum",1,"Poupança/
Seguro de vida",32,"nenhum","própria",2,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",645
"646",646,"Inexistente",36,"Pago mas já esteve em atraso","negócios",7980,"Desconhecido/Inexistente","...<1ano",4,"Homem"," solteiro","nenhum",4,"Carro/outro",27,"nenhum","alugada",2,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Ruim",646
"647",647,"Negativo",30,"Quitados","móveis/equipamentos",4583,"< 100","1 - 4",2,"Homem","uniao registrada","fiador",2,"Imóvel",32,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",647
"648",648,"Inexistente",12,"Pago em dia","carro (novo)",1386,"500 - 1000","1 - 4",2,"Mulher","uniao registrada","nenhum",2,"Poupança/
Seguro de vida",26,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Ruim",648
"649",649,"Alto",24,"Pago em dia","carro (novo)",947,"< 100","4 - 7",4,"Homem"," solteiro","nenhum",3,"Sem posses/
desconhecido",38,"banco","de graça",1,"funcionário/funcionário qualificado",2,"Nenhum","Sim","Ruim",649
"650",650,"Negativo",12,"Pago em dia","educação",684,"< 100","1 - 4",4,"Homem"," solteiro","nenhum",4,"Carro/outro",40,"nenhum","alugada",1,"não qualificado - residente",2,"Nenhum","Sim","Ruim",650
"651",651,"Negativo",48,"Pago em dia","educação",7476,"< 100","4 - 7",4,"Homem"," solteiro","nenhum",1,"Sem posses/
desconhecido",50,"nenhum","de graça",1,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",651
"652",652,"Regular",12,"Pago em dia","móveis/equipamentos",1922,"< 100","1 - 4",4,"Homem"," solteiro","nenhum",2,"Poupança/
Seguro de vida",37,"nenhum","própria",1,"não qualificado - residente",1,"Nenhum","Sim","Ruim",652
"653",653,"Negativo",24,"Pago em dia","carro (novo)",2303,"< 100","> 7",4,"Homem"," solteiro","co-requerente",1,"Imóvel",45,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Ruim",653
"654",654,"Regular",36,"Pago mas já esteve em atraso","carro (novo)",8086,"100 - 500","> 7",2,"Homem"," solteiro","nenhum",4,"Carro/outro",42,"nenhum","própria",4,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Ruim",654
"655",655,"Inexistente",24,"Pendente (outros bancos)","carro (usado)",2346,"< 100","4 - 7",4,"Homem"," solteiro","nenhum",3,"Carro/outro",35,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",655
"656",656,"Negativo",14,"Pago em dia","carro (novo)",3973,"< 100","desempregado",1,"Homem"," solteiro","nenhum",4,"Sem posses/
desconhecido",22,"nenhum","de graça",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",656
"657",657,"Regular",12,"Pago em dia","carro (novo)",888,"< 100","> 7",4,"Homem"," solteiro","nenhum",4,"Carro/outro",41,"banco","própria",1,"não qualificado - residente",2,"Nenhum","Sim","Ruim",657
"658",658,"Inexistente",48,"Pago em dia","rádio/televisão",10222,"Desconhecido/Inexistente","4 - 7",4,"Homem"," solteiro","nenhum",3,"Carro/outro",37,"lojas","própria",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",658
"659",659,"Regular",30,"Quitados","negócios",4221,"< 100","1 - 4",2,"Mulher","uniao registrada","nenhum",1,"Carro/outro",28,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",659
"660",660,"Regular",18,"Pendente (outros bancos)","móveis/equipamentos",6361,"< 100","> 7",2,"Homem"," solteiro","nenhum",1,"Sem posses/
desconhecido",41,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",660
"661",661,"Alto",12,"Pago em dia","rádio/televisão",1297,"< 100","1 - 4",3,"Homem","uniao registrada","nenhum",4,"Imóvel",23,"nenhum","alugada",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",661
"662",662,"Negativo",12,"Pago em dia","carro (novo)",900,"Desconhecido/Inexistente","1 - 4",4,"Homem","uniao registrada","nenhum",2,"Carro/outro",23,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Ruim",662
"663",663,"Inexistente",21,"Pago em dia","móveis/equipamentos",2241,"< 100","> 7",4,"Homem"," solteiro","nenhum",2,"Imóvel",50,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",663
"664",664,"Regular",6,"Pago mas já esteve em atraso","móveis/equipamentos",1050,"< 100","desempregado",4,"Homem"," solteiro","nenhum",1,"Poupança/
Seguro de vida",35,"lojas","própria",2,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",664
"665",665,"Alto",6,"Pendente (outros bancos)","educação",1047,"< 100","1 - 4",2,"Mulher","uniao registrada","nenhum",4,"Poupança/
Seguro de vida",50,"nenhum","própria",1,"não qualificado - residente",1,"Nenhum","Sim","Bom",665
"666",666,"Inexistente",24,"Pendente (outros bancos)","carro (usado)",6314,"< 100","desempregado",4,"Homem"," solteiro","co-requerente",2,"Sem posses/
desconhecido",27,"banco","própria",2,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",666
"667",667,"Regular",30,"Quitados","móveis/equipamentos",3496,"> 1000","1 - 4",4,"Homem"," solteiro","nenhum",2,"Carro/outro",34,"lojas","própria",1,"funcionário/funcionário qualificado",2,"Sim, registrado em nome do cliente","Sim","Bom",667
"668",668,"Inexistente",48,"Quitados","negócios",3609,"< 100","1 - 4",1,"Mulher","uniao registrada","nenhum",1,"Imóvel",27,"lojas","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",668
"669",669,"Negativo",12,"Pendente (outros bancos)","carro (novo)",4843,"< 100","> 7",3,"Homem"," solteiro","co-requerente",4,"Poupança/
Seguro de vida",43,"nenhum","alugada",2,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Ruim",669
"670",670,"Alto",30,"Pendente (outros bancos)","rádio/televisão",3017,"< 100","> 7",4,"Homem"," solteiro","nenhum",4,"Poupança/
Seguro de vida",47,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",670
"671",671,"Inexistente",24,"Pendente (outros bancos)","negócios",4139,"100 - 500","1 - 4",3,"Homem"," solteiro","nenhum",3,"Poupança/
Seguro de vida",27,"nenhum","própria",2,"não qualificado - residente",1,"Sim, registrado em nome do cliente","Sim","Bom",671
